,w/l,fighter,kd,str,td,sub,weight class,method,round,time,date,w_fighter,l_fighter,w_kd,l_kd,w_str,l_str,w_td,l_td,w_sub,l_sub,w_win_perc,l_win_perc,w_win_strk,l_win_strk,w_lose_strk,l_lose_strk,ttime,w_wins,w_losses,w_draws,w_height,w_weight,w_reach,w_stance,w_age,w_slpm,w_str. acc.,w_sapm,w_str. def,w_td avg.,w_td acc.,w_td def.,w_sub. avg.,l_wins,l_losses,l_draws,l_height,l_weight,l_reach,l_stance,l_age,l_slpm,l_str. acc.,l_sapm,l_str. def,l_td avg.,l_td acc.,l_td def.,l_sub. avg.
4798,win,Joe Solecki:Matt Wiman,0:0,56:10,4:0,0:0,Lightweight,U-DEC:,3,5:00,2019-12-07,Joe Solecki,Matt Wiman,0,0,56,10,4,0,0,0,0,0.62,0,0,0,1,15.0,12.0,3.0,0,175.26,69.75,177.8,Orthodox,29,2.54,0.56,1.74,0.5,2.44,0.47,0.5,1.1,16.0,1.0,-0,177.8,69.75,172.72,Orthodox,39,3.17,0.5,3.57,0.51,2.13,0.37,0.56,1.5
4799,win,Virna Jandiroba:Mallory Martin,0:0,7:9,3:0,3:0,Women's Strawweight,SUB:Rear Naked Choke,2,1:16,2019-12-07,Virna Jandiroba,Mallory Martin,0,0,7,9,3,0,3,0,0,0,0,0,1,0,6.267,18.0,3.0,0,160.02,51.75,162.56,Orthodox,34,2.45,0.38,3.19,0.57,2.31,0.38,0.73,1.1,7.0,0.0,-0,162.56,51.75,160.02,Orthodox,28,4.42,0.48,6.64,0.55,2.28,0.43,0.25,0.3
4800,win,Makhmud Muradov:Trevor Smith,1:0,91:39,1:0,1:0,Middleweight,KO/TKO:Punch,3,4:09,2019-12-07,Makhmud Muradov,Trevor Smith,1,0,91,39,1,0,1,0,1.0,0.45,1,0,0,2,14.15,25.0,8.0,0,187.96,83.25,190.5,Orthodox,32,4.35,0.42,2.72,0.6,0.7,0.37,0.76,0.2,15.0,1.0,-0,190.5,83.25,190.5,Orthodox,41,3.29,0.55,3.31,0.51,1.7,0.32,0.6,0.7
4801,win,Amanda Nunes:Julianna Pena,3:0,85:60,6:0,1:1,Women's Bantamweight,U-DEC:,5,5:00,2022-07-30,Amanda Nunes,Julianna Pena,3,0,85,60,6,0,1,1,0.88,0.78,0,2,1,0,25.0,22.0,5.0,0,172.72,60.75,175.26,Orthodox,34,4.4,0.51,2.75,0.55,2.61,0.56,0.82,0.8,12.0,5.0,0,167.64,60.75,175.26,Orthodox,33,3.16,0.47,2.3,0.5,1.94,0.55,0.23,0.8
4802,win,Brandon Moreno:Kai Kara-France,1:0,58:53,0:1,0:0,Flyweight,KO/TKO:Kick,3,4:34,2022-07-30,Brandon Moreno,Kai Kara-France,1,0,58,53,0,1,0,0,0.7,0.78,0,3,1,0,14.567,20.0,6.0,2,170.18,56.25,177.8,Orthodox,29,3.58,0.39,3.33,0.57,1.71,0.44,0.68,0.6,24.0,1.0,-0,162.56,56.25,175.26,Orthodox,29,4.7,0.4,3.57,0.64,0.51,0.25,0.87,0.0
4803,win,Sergei Pavlovich:Derrick Lewis,1:0,15:4,0:0,0:0,Heavyweight,KO/TKO:Punches,1,0:55,2022-07-30,Sergei Pavlovich,Derrick Lewis,1,0,15,4,0,0,0,0,0.75,0.71,3,0,0,1,0.917,16.0,1.0,0,190.5,115.65,213.36,Southpaw,30,6.83,0.51,4.44,0.45,0.0,0.0,0.66,0.0,26.0,1.0,-0,190.5,117.0,200.66,Orthodox,37,2.57,0.5,2.57,0.41,0.6,0.28,0.55,0.0
4804,win,Alexandre Pantoja:Alex Perez,0:0,8:10,1:0,1:0,Flyweight,SUB:Neck Crank,1,1:31,2022-07-30,Alexandre Pantoja,Alex Perez,0,0,8,10,1,0,1,0,0.73,0.75,2,0,0,1,1.517,25.0,5.0,0,165.1,56.25,170.18,Orthodox,32,4.25,0.48,3.38,0.54,1.37,0.4,0.67,1.2,24.0,7.0,0,167.64,56.25,165.1,Orthodox,30,4.67,0.48,3.14,0.6,2.84,0.44,0.77,1.3
4805,win,Magomed Ankalaev:Anthony Smith,0:0,46:18,0:0,0:0,Light Heavyweight,KO/TKO:Punches,2,3:09,2022-07-30,Magomed Ankalaev,Anthony Smith,0,0,46,18,0,0,0,0,0.89,0.65,8,3,0,0,8.15,18.0,1.0,0,190.5,92.25,190.5,Orthodox,30,3.64,0.54,2.14,0.6,0.94,0.33,0.86,0.0,36.0,1.0,-0,193.04,92.25,193.04,Orthodox,34,2.99,0.47,4.37,0.42,0.44,0.27,0.48,0.7
4806,win,Alex Morono:Matthew Semelsberger,0:1,106:74,0:1,0:0,Welterweight,U-DEC:,3,5:00,2022-07-30,Alex Morono,Matthew Semelsberger,0,1,106,74,0,1,0,0,0.71,0.8,3,2,0,0,15.0,22.0,7.0,0,180.34,76.5,182.88,Orthodox,32,5.36,0.43,4.01,0.57,0.32,0.2,0.51,0.3,10.0,4.0,0,185.42,76.5,190.5,Switch,30,4.99,0.43,5.17,0.55,0.99,1.0,0.63,0.2
4807,win,Drew Dober:Rafael Alves,1:0,62:37,0:1,0:0,Lightweight,KO/TKO:Punch,3,1:30,2022-07-30,Drew Dober,Rafael Alves,1,0,62,37,0,1,0,0,0.59,0.5,1,1,0,0,11.5,25.0,1.0,-0,172.72,69.75,177.8,Southpaw,34,4.47,0.4,4.16,0.51,0.75,0.17,0.54,0.1,20.0,1.0,-0,172.72,69.75,172.72,Orthodox,32,2.46,0.5,4.14,0.58,0.41,0.25,0.6,1.2
4808,win,Hamdy Abdelwahab:Don'Tale Mayes,1:0,58:47,3:0,0:0,Heavyweight,S-DEC:,3,5:00,2022-07-30,Hamdy Abdelwahab,Don'Tale Mayes,1,0,58,47,3,0,0,0,0,0.5,0,2,0,0,15.0,6.0,0.0,-0,187.96,118.8,182.88,Southpaw,29,3.87,0.52,3.13,0.59,3.0,0.75,0.0,0.0,9.0,0.0,-0,198.12,117.0,205.74,Orthodox,30,3.65,0.45,3.84,0.43,1.11,0.53,0.57,0.0
4809,win,Drakkar Klose:Rafa Garcia,0:0,61:34,2:3,0:0,Lightweight,U-DEC:,3,5:00,2022-07-30,Drakkar Klose,Rafa Garcia,0,0,61,34,2,3,0,0,0.75,0.5,1,2,0,0,15.0,13.0,2.0,1,175.26,69.75,177.8,Orthodox,34,4.38,0.55,3.44,0.52,1.8,0.3,0.69,0.0,14.0,3.0,0,170.18,69.75,177.8,Orthodox,28,3.26,0.38,4.75,0.53,3.87,0.42,0.76,0.4
4810,win,Michael Morales:Adam Fugitt,2:0,83:64,0:1,0:0,Welterweight,KO/TKO:Punch,3,1:09,2022-07-30,Michael Morales,Adam Fugitt,2,0,83,64,0,1,0,0,1.0,0,1,0,0,0,11.15,14.0,0.0,0,182.88,76.5,200.66,Orthodox,23,5.36,0.51,4.1,0.4,1.98,0.4,0.86,0.0,8.0,0.0,-0,185.42,76.5,195.58,Southpaw,33,5.74,0.56,7.44,0.45,1.35,0.12,1.0,0.0
4811,win,Joselyne Edwards:Ji Yeon Kim,0:0,101:78,1:0,0:0,Women's Bantamweight,S-DEC:,3,5:00,2022-07-30,Joselyne Edwards,Ji Yeon Kim,0,0,101,78,1,0,0,0,0.5,0.38,1,0,0,3,15.0,12.0,4.0,0,172.72,65.25,177.8,Orthodox,27,5.61,0.53,3.65,0.49,0.4,0.16,0.63,0.2,9.0,0.0,-2,170.18,56.25,182.88,Orthodox,33,5.79,0.36,5.77,0.56,0.0,0.0,0.42,0.0
4812,win,Nicolae Negumereanu:Ihor Potieria,0:0,51:38,2:0,0:0,Light Heavyweight,KO/TKO:Knees,2,3:33,2022-07-30,Nicolae Negumereanu,Ihor Potieria,0,0,51,38,2,0,0,0,0.75,0,3,0,0,0,8.55,13.0,1.0,0,182.88,92.25,198.12,Orthodox,28,3.79,0.41,5.69,0.39,1.09,0.28,0.62,0.0,19.0,3.0,0,190.5,92.25,190.5,Southpaw,26,4.58,0.58,5.89,0.42,0.0,0.0,0.33,0.0
4813,win,Orion Cosce:Blood Diamond,0:0,25:63,3:0,0:0,Welterweight,U-DEC:,3,5:00,2022-07-30,Orion Cosce,Blood Diamond,0,0,25,63,3,0,0,0,0,0,0,0,1,1,15.0,8.0,0.0,-0,180.34,76.5,180.34,Switch,28,2.92,0.53,3.53,0.46,2.3,0.4,0.72,0.0,3.0,0.0,-0,180.34,76.5,193.04,Switch,34,3.26,0.63,2.04,0.43,0.0,0.0,0.69,0.0
4814,win,Frankie Edgar:Urijah Faber,0:0,83:48,5:0,0:0,Featherweight,U-DEC:,5,5:00,2015-05-16,Frankie Edgar,Urijah Faber,0,0,83,48,5,0,0,0,0.75,0.73,3,2,0,0,25.0,23.0,1.0,-1,167.64,60.75,172.72,Orthodox,41,3.79,0.4,2.81,0.66,2.3,0.31,0.65,0.3,35.0,1.0,-0,167.64,60.75,170.18,Orthodox,43,2.65,0.4,2.59,0.64,1.54,0.3,0.58,0.8
4815,win,Gegard Mousasi:Constantinos Philippou,0:0,56:9,4:0,0:0,Middleweight,U-DEC:,3,5:00,2015-05-16,Gegard Mousasi,Constantinos Philippou,0,0,56,9,4,0,0,0,0.6,0.67,1,1,0,0,15.0,42.0,6.0,2,187.96,83.25,193.04,Orthodox,37,3.75,0.5,1.21,0.68,1.59,0.6,0.59,1.1,13.0,5.0,0,180.34,83.25,185.42000000000002,Orthodox,43,2.19,0.35,2.73,0.54,0.4,0.42,0.65,0.3
4816,win,Mark Munoz:Luke Barnatt,0:0,35:42,9:1,0:0,Middleweight,U-DEC:,3,5:00,2015-05-16,Mark Munoz,Luke Barnatt,0,0,35,42,9,1,0,0,0.57,0.6,0,0,3,2,15.0,14.0,6.0,0,182.88,83.25,180.34,Orthodox,44,3.12,0.51,2.26,0.57,3.17,0.29,0.57,0.6,13.0,4.0,0,198.12,83.25,195.58,Orthodox,34,4.43,0.36,3.87,0.59,0.63,0.42,0.63,0.4
4817,win,Neil Magny:Hyun Gyu Lim,0:0,43:15,2:0,0:0,Welterweight,KO/TKO:Punches,2,1:24,2015-05-16,Neil Magny,Hyun Gyu Lim,0,0,43,15,2,0,0,0,0.78,0.75,6,1,0,0,6.4,27.0,1.0,-0,190.5,76.5,203.2,Orthodox,35,3.62,0.46,2.27,0.54,2.43,0.42,0.57,0.3,13.0,7.0,1,190.5,76.5,195.58,Orthodox,37,4.45,0.41,5.07,0.51,0.23,1.0,0.73,0.2
4818,win,Phillipe Nover:Yui Chul Nam,0:0,12:29,6:2,0:1,Featherweight,S-DEC:,3,5:00,2015-05-16,Phillipe Nover,Yui Chul Nam,0,0,12,29,6,2,0,1,0,1.0,0,1,3,0,15.0,11.0,8.0,1,175.26,65.25,182.88,Orthodox,38,1.79,0.35,2.48,0.56,0.99,0.28,0.44,0.7,18.0,8.0,1,175.26,65.25,179.56,Orthodox,41,3.53,0.51,2.0,0.48,1.33,0.16,0.57,0.3
4819,win,Levan Makashvili:Mark Eddiva,0:0,27:32,7:0,0:0,Featherweight,S-DEC:,3,5:00,2015-05-16,Levan Makashvili,Mark Eddiva,0,0,27,32,7,0,0,0,0,0.5,0,0,0,1,15.0,15.0,2.0,1,172.72,65.25,172.72,Orthodox,33,2.87,0.54,2.07,0.61,3.67,0.42,0.85,0.0,6.0,0.0,-0,172.72,65.25,172.72,Orthodox,36,3.37,0.45,2.98,0.54,1.45,0.22,0.63,0.0
4820,win,Jon Tuck:Tae Hyun Bang,1:0,13:12,0:1,1:0,Lightweight,SUB:Rear Naked Choke,1,3:56,2015-05-16,Jon Tuck,Tae Hyun Bang,1,0,13,12,0,1,1,0,0.5,0.5,0,1,1,0,3.933,10.0,5.0,0,180.34,69.75,185.42000000000002,Orthodox,38,3.0,0.4,3.74,0.6,0.42,0.33,0.5,1.0,18.0,1.0,-0,175.26,69.75,180.34,Switch,39,2.72,0.38,2.07,0.66,0.49,0.33,0.57,0.5
4821,win,Kajan Johnson:Zhang Lipeng,0:0,20:20,3:1,1:0,Lightweight,U-DEC:,3,5:00,2015-05-16,Kajan Johnson,Zhang Lipeng,0,0,20,20,3,1,1,0,0,0.67,0,0,1,1,15.0,23.0,1.0,-1,180.34,69.75,190.5,Orthodox,38,2.47,0.42,1.59,0.64,1.54,0.37,0.62,0.2,23.0,9.0,1,180.34,69.75,180.34,Southpaw,32,1.28,0.48,1.88,0.53,1.75,0.3,0.69,0.8
4822,win,Li Jingliang:Dhiego Lima,1:0,13:6,0:0,0:0,Welterweight,KO/TKO:Punches,1,1:25,2015-05-16,Li Jingliang,Dhiego Lima,1,0,13,6,0,0,0,0,0.5,0.33,0,0,1,1,1.417,19.0,8.0,0,182.88,76.5,180.34,Orthodox,34,4.46,0.42,3.84,0.57,1.25,0.41,0.6,0.0,17.0,9.0,0,187.96,76.5,190.5,Orthodox,33,3.12,0.39,3.88,0.58,1.26,0.34,0.73,0.6
4823,win,Guangyou Ning:Royston Wee,0:0,46:18,2:0,0:0,Bantamweight,KO/TKO:Punch,2,4:59,2015-05-16,Guangyou Ning,Royston Wee,0,0,46,18,2,0,0,0,1.0,1.0,1,2,0,0,9.983,5.0,0.0,-1,162.56,65.25,162.56,Southpaw,41,2.66,0.41,1.91,0.61,1.09,0.5,0.62,0.3,4.0,0.0,-0,170.18,60.75,170.18,Orthodox,36,1.1,0.6,2.45,0.49,3.38,0.81,0.0,0.0
4824,win,Jon Delos Reyes:Roldan Sangcha'an,1:0,23:27,1:2,3:0,Flyweight,SUB:Rear Naked Choke,2,3:13,2015-05-16,Jon Delos Reyes,Roldan Sangcha'an,1,0,23,27,1,2,3,0,0,0,0,0,2,1,8.217,8.0,0.0,-0,167.64,56.25,170.18,Orthodox,35,2.99,0.38,4.14,0.51,3.2,0.83,0.55,1.9,4.0,0.0,-0,162.56,56.25,166.55,Orthodox,32,2.71,0.46,2.15,0.51,1.94,0.6,0.68,0.0
4825,win,Yao Zhikui:Nolan Ticman,0:0,9:52,1:0,0:0,Flyweight,S-DEC:,3,5:00,2015-05-16,Yao Zhikui,Nolan Ticman,0,0,9,52,1,0,0,0,0,0,0,0,1,1,15.0,2.0,0.0,-0,165.1,56.25,162.56,Orthodox,31,1.44,0.21,2.82,0.48,0.66,0.16,0.58,0.0,4.0,0.0,-0,167.64,56.25,171.75,Orthodox,34,2.57,0.47,2.53,0.67,0.0,0.0,0.6,0.0
4826,win,Chan Sung Jung:Renato Moicano,1:0,16:0,0:0,0:0,Featherweight,KO/TKO:Punch,1,0:58,2019-06-22,Chan Sung Jung,Renato Moicano,1,0,16,0,0,0,0,0,0.67,0.71,0,0,1,1,0.967,17.0,7.0,0,170.18,65.25,182.88,Orthodox,35,3.97,0.42,4.35,0.52,0.74,0.47,0.72,0.7,16.0,5.0,1,180.34,69.75,182.88,Orthodox,33,4.8,0.48,4.07,0.61,1.7,0.48,0.73,0.6
4827,win,Randy Brown:Bryan Barberena,1:0,89:47,0:0,0:0,Welterweight,KO/TKO:Kick,3,2:54,2019-06-22,Randy Brown,Bryan Barberena,1,0,89,47,0,0,0,0,0.57,0.56,0,0,1,1,12.9,16.0,4.0,0,190.5,76.5,198.12,Orthodox,32,4.38,0.48,3.25,0.54,0.69,0.33,0.71,0.6,18.0,8.0,0,182.88,76.5,182.88,Southpaw,33,6.11,0.48,5.01,0.44,0.16,0.25,0.55,0.3
4828,win,Andre Ewell:Anderson Dos Santos,0:0,73:35,0:2,0:0,Bantamweight,U-DEC:,3,5:00,2019-06-22,Andre Ewell,Anderson Dos Santos,0,0,73,35,0,2,0,0,0.5,0,0,0,1,1,15.0,17.0,9.0,0,172.72,65.25,190.5,Southpaw,34,4.28,0.4,4.87,0.51,0.36,0.75,0.72,0.1,21.0,9.0,0,165.1,60.75,177.8,Orthodox,37,2.7,0.25,5.37,0.49,0.98,0.14,0.66,0.7
4829,win,Andrea Lee:Montana De La Rosa,0:0,73:14,1:5,0:1,Women's Flyweight,U-DEC:,3,5:00,2019-06-22,Andrea Lee,Montana De La Rosa,0,0,73,14,1,5,0,1,1.0,1.0,2,3,0,0,15.0,13.0,6.0,0,167.64,56.25,175.26,Orthodox,33,5.43,0.49,3.64,0.64,1.68,0.5,0.56,0.7,12.0,7.0,1,170.18,56.25,172.72,Orthodox,27,2.6,0.37,3.19,0.42,2.08,0.31,0.63,1.0
4830,win,Kevin Holland:Alessio Di Chirico,0:0,58:51,0:2,0:0,Middleweight,U-DEC:,3,5:00,2019-06-22,Kevin Holland,Alessio Di Chirico,0,0,58,51,0,2,0,0,0.67,0.6,2,2,0,0,15.0,23.0,8.0,0,190.5,76.5,205.74,Orthodox,30,3.85,0.54,2.38,0.55,0.83,0.43,0.5,0.6,13.0,7.0,0,182.88,83.25,187.96,Orthodox,33,3.32,0.39,3.44,0.61,1.46,0.39,0.83,0.0
4831,win,Dan Ige:Kevin Aguilar,1:0,71:33,1:1,0:0,Featherweight,U-DEC:,3,5:00,2019-06-22,Dan Ige,Kevin Aguilar,1,0,71,33,1,1,0,0,0.75,1.0,3,2,0,0,15.0,15.0,6.0,0,170.18,65.25,180.34,Orthodox,31,3.8,0.45,3.56,0.56,1.23,0.25,0.51,0.3,17.0,5.0,0,170.18,69.75,185.42000000000002,Orthodox,34,3.96,0.4,4.81,0.52,0.16,0.16,0.78,0.0
4832,win,Ashley Yoder:Syuri Kondo,0:0,75:23,1:0,0:1,Women's Strawweight,U-DEC:,3,5:00,2019-06-22,Ashley Yoder,Syuri Kondo,0,0,75,23,1,0,0,1,0.25,0.33,1,0,0,2,15.0,8.0,0.0,-0,170.18,51.75,175.26,Southpaw,35,3.08,0.39,3.76,0.47,1.2,0.3,0.69,0.6,6.0,0.0,-0,162.56,51.75,167.64000000000001,Orthodox,33,5.4,0.44,7.22,0.58,0.0,0.0,0.83,0.3
4833,win,Luis Pena:Matt Wiman,0:0,87:24,1:1,1:0,Lightweight,KO/TKO:Punches,3,1:14,2019-06-22,Luis Pena,Matt Wiman,0,0,87,24,1,1,1,0,0.67,0.67,1,1,0,0,11.233,9.0,0.0,-0,190.5,69.75,190.5,Southpaw,29,3.66,0.46,3.12,0.51,1.17,0.33,0.48,1.2,16.0,1.0,-0,177.8,69.75,172.72,Orthodox,39,3.17,0.5,3.57,0.51,2.13,0.37,0.56,1.5
4834,win,Jairzinho Rozenstruik:Allen Crowder,1:0,4:0,0:0,0:0,Heavyweight,KO/TKO:Punches,1,0:09,2019-06-22,Jairzinho Rozenstruik,Allen Crowder,1,0,4,0,0,0,0,0,1.0,0.5,1,1,0,0,0.15,12.0,4.0,0,187.96,108.9,198.12,Orthodox,34,2.8,0.45,3.24,0.45,0.0,0.0,0.75,0.0,10.0,4.0,0,190.5,110.25,193.04,Orthodox,33,2.95,0.51,2.95,0.56,1.85,0.33,1.0,1.2
4835,win,Molly McCann:Ariane Lipski,0:0,108:68,2:0,0:0,Women's Flyweight,U-DEC:,3,5:00,2019-06-22,Molly McCann,Ariane Lipski,0,0,108,68,2,0,0,0,0.5,0,1,0,0,1,15.0,13.0,4.0,0,162.56,56.25,157.48,Orthodox,32,5.84,0.5,4.84,0.64,1.73,0.35,0.46,0.5,14.0,8.0,0,167.64,56.25,170.18,Orthodox,28,3.34,0.36,4.1,0.51,0.18,0.2,0.55,0.4
4836,win,Deron Winn:Eric Spicely,0:0,169:108,0:0,0:0,Middleweight,U-DEC:,3,5:00,2019-06-22,Deron Winn,Eric Spicely,0,0,169,108,0,0,0,0,0,0.33,0,0,0,3,15.0,7.0,0.0,-0,167.64,83.25,177.8,Orthodox,33,4.55,0.44,6.21,0.46,4.28,0.52,0.4,0.0,12.0,6.0,0,185.42,83.25,185.42000000000002,Orthodox,36,3.71,0.45,5.72,0.55,1.31,0.2,0.75,1.0
4837,win,Glover Teixeira:Ryan Bader,1:0,14:11,1:0,0:1,Light Heavyweight,KO/TKO:Punch,1,2:55,2013-09-04,Glover Teixeira,Ryan Bader,1,0,14,11,1,0,0,1,1.0,0.73,4,1,0,0,2.917,33.0,8.0,0,187.96,92.25,193.04,Orthodox,43,3.8,0.5,3.93,0.52,2.2,0.37,0.6,1.0,23.0,5.0,0,187.96,92.25,187.96,Orthodox,39,2.82,0.43,1.39,0.71,3.37,0.44,0.8,0.4
4838,win,Jacare Souza:Yushin Okami,1:0,28:1,0:0,0:0,Middleweight,KO/TKO:Punch,1,2:47,2013-09-04,Jacare Souza,Yushin Okami,1,0,28,1,0,0,0,0,1.0,0.76,1,3,0,0,2.783,26.0,1.0,-0,185.42,83.25,182.88,Orthodox,43,2.53,0.47,2.83,0.62,2.57,0.39,0.57,1.3,34.0,1.0,-0,187.96,76.5,190.5,Southpaw,41,2.06,0.38,2.25,0.6,1.98,0.39,0.84,0.5
4839,win,Joseph Benavidez:Jussier Formiga,1:0,20:6,0:0,0:0,Flyweight,KO/TKO:Knee,1,3:07,2013-09-04,Joseph Benavidez,Jussier Formiga,1,0,20,6,0,0,0,0,0.83,0.5,2,1,0,0,3.117,28.0,8.0,0,162.56,56.25,165.1,Southpaw,38,3.52,0.34,2.67,0.61,1.41,0.3,0.62,0.6,23.0,8.0,0,165.1,56.25,170.18,Orthodox,37,1.42,0.39,2.34,0.64,1.82,0.35,0.87,0.6
4840,win,Piotr Hallmann:Francisco Trinaldo,0:1,42:22,2:1,1:0,Lightweight,SUB:Kimura,2,3:50,2013-09-04,Piotr Hallmann,Francisco Trinaldo,0,1,42,22,2,1,1,0,0,0.75,0,2,0,0,8.833,18.0,6.0,0,175.26,69.75,180.34,Orthodox,35,3.98,0.45,3.17,0.58,2.55,0.44,0.7,0.4,28.0,9.0,0,175.26,76.5,177.8,Southpaw,44,3.13,0.45,2.67,0.6,0.98,0.42,0.6,0.5
4841,win,Rafael Natal:Tor Troeng,2:0,39:9,0:0,1:0,Middleweight,U-DEC:,3,5:00,2013-09-04,Rafael Natal,Tor Troeng,2,0,39,9,0,0,1,0,0.67,1.0,2,1,0,0,15.0,21.0,9.0,1,182.88,83.25,195.58,Orthodox,40,3.1,0.47,2.48,0.57,2.55,0.34,0.77,0.5,16.0,7.0,1,187.96,83.25,192.57,Orthodox,39,1.16,0.46,3.26,0.32,0.62,0.07,0.66,0.3
4842,win,Ali Bagautinov:Marcos Vinicius,2:0,38:27,3:0,1:0,Flyweight,KO/TKO:Punch,3,3:28,2013-09-04,Ali Bagautinov,Marcos Vinicius,2,0,38,27,3,0,1,0,0,0.5,0,0,0,1,13.467,15.0,6.0,0,162.56,56.25,165.1,Orthodox,37,2.85,0.42,3.09,0.52,2.51,0.36,0.65,0.3,23.0,1.0,-1,175.26,56.25,179.56,Orthodox,43,1.93,0.49,2.91,0.47,0.0,0.0,0.25,0.5
4843,win,Edimilson Souza:Felipe Arantes,0:0,52:35,0:3,0:1,Featherweight,S-DEC:,3,5:00,2013-09-04,Edimilson Souza,Felipe Arantes,0,0,52,35,0,3,0,1,0,0.67,0,2,0,0,15.0,15.0,5.0,0,182.88,65.25,187.96,Orthodox,38,4.65,0.44,2.91,0.58,0.0,0.0,0.5,0.0,18.0,1.0,-1,172.72,60.75,185.42000000000002,Orthodox,34,2.37,0.45,2.66,0.64,0.93,0.47,0.41,0.7
4844,win,Lucas Martins:Ramiro Hernandez,1:0,10:4,0:0,1:0,Bantamweight,SUB:Rear Naked Choke,1,1:10,2013-09-04,Lucas Martins,Ramiro Hernandez,1,0,10,4,0,0,1,0,0.5,0,1,0,0,0,1.167,19.0,3.0,0,182.88,65.25,182.88,Southpaw,34,2.87,0.35,4.14,0.6,0.0,0.0,0.76,0.5,19.0,9.0,0,175.26,60.75,179.56,Orthodox,36,2.72,0.28,5.51,0.64,0.0,0.0,0.0,0.0
4845,win,Elias Silverio:Joao Zeferino,0:0,49:11,1:1,0:0,Welterweight,U-DEC:,3,5:00,2013-09-04,Elias Silverio,Joao Zeferino,0,0,49,11,1,1,0,0,0,0,0,0,0,1,15.0,13.0,3.0,0,180.34,69.75,185.42000000000002,Orthodox,36,3.67,0.49,2.97,0.51,1.62,0.38,0.85,0.2,21.0,9.0,0,180.34,76.5,184.77,Orthodox,36,0.83,0.36,2.6,0.48,0.5,0.05,0.5,1.0
4846,win,Ivan Jorge:Keith Wisniewski,0:0,69:42,2:0,0:0,Welterweight,U-DEC:,3,5:00,2013-09-04,Ivan Jorge,Keith Wisniewski,0,0,69,42,2,0,0,0,0,0,0,0,0,3,15.0,27.0,7.0,0,175.26,69.75,185.42000000000002,Orthodox,42,3.41,0.49,2.91,0.59,1.56,0.16,0.75,0.6,28.0,1.0,-1,182.88,76.5,187.37,Orthodox,41,2.32,0.52,4.86,0.42,1.57,0.4,0.78,0.3
4847,win,Sean Spencer:Yuri Villefort,0:0,99:69,0:1,0:0,Welterweight,S-DEC:,3,5:00,2013-09-04,Sean Spencer,Yuri Villefort,0,0,99,69,0,1,0,0,0,0,0,0,1,1,15.0,12.0,6.0,0,177.8,76.5,187.96,Orthodox,35,4.24,0.32,4.02,0.6,0.14,0.33,0.68,0.0,10.0,5.0,0,182.88,76.5,185.42000000000002,Orthodox,31,3.18,0.43,5.42,0.55,2.0,0.35,0.4,0.3
4848,win,Jon Jones:Dominick Reyes,0:0,104:116,2:0,0:0,Light Heavyweight,U-DEC:,5,5:00,2020-02-08,Jon Jones,Dominick Reyes,0,0,104,116,2,0,0,0,0.95,1.0,16,6,0,0,25.0,26.0,1.0,0,193.04,92.25,213.36,Orthodox,35,4.3,0.57,2.22,0.64,1.85,0.44,0.95,0.4,12.0,3.0,0,193.04,92.25,195.58,Southpaw,33,4.77,0.5,3.73,0.48,0.36,0.28,0.8,0.4
4849,win,Valentina Shevchenko:Katlyn Chookagian,0:0,40:17,3:0,0:0,Women's Flyweight,KO/TKO:Punches,3,1:03,2020-02-08,Valentina Shevchenko,Katlyn Chookagian,0,0,40,17,3,0,0,0,0.78,0.75,4,2,0,0,11.05,23.0,3.0,0,165.1,56.25,167.64000000000001,Southpaw,34,3.19,0.52,1.9,0.63,2.53,0.64,0.7,0.4,18.0,5.0,0,175.26,56.25,172.72,Orthodox,34,4.59,0.34,4.41,0.63,0.27,0.15,0.54,0.3
4850,win,Justin Tafa:Juan Adams,1:0,10:7,0:0,0:0,Heavyweight,KO/TKO:Punch,1,1:59,2020-02-08,Justin Tafa,Juan Adams,1,0,10,7,0,0,0,0,0,0.33,0,0,1,2,1.983,5.0,0.0,-0,182.88,118.8,187.96,Southpaw,29,5.02,0.55,5.94,0.49,0.0,0.0,1.0,0.0,5.0,0.0,-0,195.58,119.25,203.2,Orthodox,30,7.09,0.55,4.06,0.34,0.91,0.66,0.57,0.0
4851,win,Dan Ige:Mirsad Bektic,0:0,43:17,1:3,0:1,Featherweight,S-DEC:,3,5:00,2020-02-08,Dan Ige,Mirsad Bektic,0,0,43,17,1,3,0,1,0.8,0.75,4,0,0,1,15.0,15.0,6.0,0,170.18,65.25,180.34,Orthodox,31,3.8,0.45,3.56,0.56,1.23,0.25,0.51,0.3,13.0,4.0,0,172.72,65.25,177.8,Orthodox,31,2.43,0.41,1.8,0.57,3.98,0.52,0.92,0.4
4852,win,Derrick Lewis:Ilir Latifi,0:0,20:5,0:3,0:0,Heavyweight,U-DEC:,3,5:00,2020-02-08,Derrick Lewis,Ilir Latifi,0,0,20,5,0,3,0,0,0.72,0.58,1,0,0,2,15.0,26.0,1.0,-0,190.5,117.0,200.66,Orthodox,37,2.57,0.5,2.57,0.41,0.6,0.28,0.55,0.0,17.0,8.0,0,177.8,103.5,185.42000000000002,Orthodox,40,1.92,0.42,2.75,0.56,2.13,0.36,1.0,0.3
