,W/L,Fighter,Kd,Str,Td,Sub,Weight class,Method,Round,Time,date
882,win,Charles Oliveira:Jeremy Stephens,0:0,43:48,2:0,3:0,Featherweight,U-DEC:,3,5:00,"December 12, 2014"
883,nc:nc,KJ Noons:Daron Cruickshank,0:0,18:23,0:2,0:0,Lightweight,CNC:,2,0:25,"December 12, 2014"
884,win,Yancy Medeiros:Joe Proctor,1:0,25:15,0:0,1:0,Lightweight,SUB:Guillotine Choke,1,4:37,"December 12, 2014"
885,win,Jessica Penne:Randa Markos,0:0,39:55,4:1,0:0,Women's Strawweight,S-DEC:,3,5:00,"December 12, 2014"
886,win,Felice Herrig:Lisa Ellis,0:0,8:4,1:2,3:1,Women's Strawweight,SUB:Armbar,2,3:05,"December 12, 2014"
887,win,Heather Clark:Bec Rawlings,0:0,56:69,1:0,1:0,Women's Strawweight,U-DEC:,3,5:00,"December 12, 2014"
888,win,Joanne Wood:Seo Hee Ham,0:0,109:58,2:0,0:0,Women's Strawweight,U-DEC:,3,5:00,"December 12, 2014"
889,win,Tecia Torres:Angela Magana,1:0,96:37,1:0,0:0,Women's Strawweight,U-DEC:,3,5:00,"December 12, 2014"
890,win,Aisling Daly:Alex Chambers,0:0,16:12,1:1,1:0,Women's Strawweight,SUB:Armbar,1,4:53,"December 12, 2014"
891,win,Angela Hill:Emily Kagan,1:0,107:41,0:2,0:0,Women's Strawweight,U-DEC:,3,5:00,"December 12, 2014"
892,win,Kendall Grove:Evan Tanner,0:0,59:27,0:3,1:0,Middleweight,S-DEC:,3,5:00,"June 21, 2008"
893,win,Amir Sadollah:CB Dollaway,0:0,2:6,0:1,2:0,Middleweight,SUB:Armbar,1,3:02,"June 21, 2008"
894,win,Diego Sanchez:Luigi Fioravanti,2:0,51:27,0:1,1:1,Welterweight,KO/TKO:Flying Knee,3,4:07,"June 21, 2008"
895,win,Spencer Fisher:Jeremy Stephens,0:0,56:23,1:2,0:3,Lightweight,U-DEC:,3,5:00,"June 21, 2008"
896,win,Matthew Riddle:Dante Rivera,0:0,60:34,5:0,2:0,Middleweight,U-DEC:,3,5:00,"June 21, 2008"
897,win,Dustin Hazelett:Joshua Burkman,0:0,13:34,1:1,3:0,Welterweight,SUB:Armbar,2,4:46,"June 21, 2008"
898,win,Drew McFedries:Marvin Eastman,1:0,19:3,1:1,0:0,Middleweight,KO/TKO:Punches,1,1:08,"June 21, 2008"
899,win,Matt Brown:Matt Arroyo,0:0,32:26,0:2,1:0,Welterweight,KO/TKO:Punches,2,3:40,"June 21, 2008"
900,win,Dean Lister:Jeremy Horn,0:0,6:2,1:0,1:0,Middleweight,SUB:Guillotine Choke,1,3:52,"June 21, 2008"
901,win,Rob Kimmons:Rob Yundt,0:0,9:5,1:1,4:0,Middleweight,SUB:Guillotine Choke,1,3:58,"June 21, 2008"
902,win,Yair Rodriguez:Alex Caceres,0:0,120:62,1:1,0:0,Featherweight,S-DEC:,5,5:00,"August 06, 2016"
903,win,Dennis Bermudez:Rony Jason,0:0,48:9,5:0,0:0,Featherweight,U-DEC:,3,5:00,"August 06, 2016"
904,win,Thales Leites:Chris Camozzi,0:0,36:8,5:0,1:0,Middleweight,SUB:Rear Naked Choke,3,2:58,"August 06, 2016"
905,win,Santiago Ponzinibbio:Zak Cummings,0:0,58:35,0:1,0:0,Welterweight,U-DEC:,3,5:00,"August 06, 2016"
906,win,Trevor Smith:Joseph Gigliotti,1:0,42:15,4:1,2:1,Middleweight,U-DEC:,3,5:00,"August 06, 2016"
907,win,Maryna Moroz:Danielle Taylor,0:0,17:17,0:1,0:0,Women's Strawweight,S-DEC:,3,5:00,"August 06, 2016"
908,win,Court McGee:Dominique Steele,0:0,15:23,4:0,1:0,Welterweight,U-DEC:,3,5:00,"August 06, 2016"
909,win,Marcin Tybura:Viktor Pesta,1:0,15:3,0:0,0:0,Heavyweight,KO/TKO:Kick,2,0:53,"August 06, 2016"
910,win,David Teymur:Jason Novelli,1:0,26:8,0:0,0:0,Lightweight,KO/TKO:Punches,2,1:25,"August 06, 2016"
911,win,Teruto Ishihara:Horacio Gutierrez,1:0,13:5,0:0,0:0,Featherweight,KO/TKO:Punches,1,2:32,"August 06, 2016"
912,win,Cub Swanson:Tatsuya Kawajiri,0:0,67:23,1:3,1:0,Featherweight,U-DEC:,3,5:00,"August 06, 2016"
913,win,Justin Ledet:Chase Sherman,0:0,113:59,0:0,0:0,Heavyweight,U-DEC:,3,5:00,"August 06, 2016"
914,win,Jessica Andrade:Amanda Lemos,0:0,3:7,0:0,1:0,Women's Strawweight,SUB:Arm Triangle,1,3:13,"April 23, 2022"
915,win,Claudio Puelles:Clay Guida,0:0,1:3,0:0,2:0,Lightweight,SUB:Kneebar,1,3:01,"April 23, 2022"
916,win,Maycee Barber:Montana De La Rosa,0:0,50:14,1:1,0:0,Women's Flyweight,U-DEC:,3,5:00,"April 23, 2022"
917,win,Charles Jourdain:Lando Vannata,0:0,4:8,0:1,1:0,Featherweight,SUB:Guillotine Choke,1,2:32,"April 23, 2022"
918,win,Marc-Andre Barriault:Jordan Wright,0:0,13:12,0:2,1:0,Catch Weight,SUB:Guillotine Choke,1,2:36,"April 23, 2022"
919,win,Sergey Khandozhko:Dwight Grant,2:1,49:42,1:1,0:0,Welterweight,KO/TKO:Punches,2,4:15,"April 23, 2022"
920,win,Tyson Pedro:Ike Villanueva,1:0,22:4,0:0,0:0,Light Heavyweight,KO/TKO:Punches,1,4:55,"April 23, 2022"
921,win,Aoriqileng:Cameron Else,1:0,37:6,1:0,0:0,Bantamweight,KO/TKO:Punches,1,2:48,"April 23, 2022"
922,win,Preston Parsons:Evan Elder,0:0,75:27,4:0,5:0,Welterweight,U-DEC:,3,5:00,"April 23, 2022"
923,win,Philipe Lins:Marcin Prachnio,0:0,64:74,4:0,0:0,Light Heavyweight,U-DEC:,3,5:00,"April 23, 2022"
924,win,Mike Jackson:Dean Barry,0:1,18:36,0:0,0:0,Welterweight,DQ:,1,3:52,"April 23, 2022"
925,win,Rashad Evans:Forrest Griffin,0:0,49:50,1:0,0:0,Light Heavyweight,KO/TKO:Punches,3,2:46,"December 27, 2008"
926,win,Frank Mir:Antonio Rodrigo Nogueira,3:0,37:10,1:0,0:0,Heavyweight,KO/TKO:Punch,2,1:54,"December 27, 2008"
927,win,CB Dollaway:Mike Massenzio,0:1,9:3,1:0,0:2,Middleweight,KO/TKO:Punches,1,3:01,"December 27, 2008"
928,win,Quinton Jackson:Wanderlei Silva,1:0,11:7,0:0,0:0,Light Heavyweight,KO/TKO:Punch,1,3:21,"December 27, 2008"
929,win,Cheick Kongo:Mostapha Al-Turk,1:0,34:4,1:0,0:0,Heavyweight,KO/TKO:Elbows,1,4:37,"December 27, 2008"
930,win,Yushin Okami:Dean Lister,0:0,39:6,0:0,0:0,Middleweight,U-DEC:,3,5:00,"December 27, 2008"
931,win,Antoni Hardonk:Mike Wessel,0:0,46:13,0:3,2:0,Heavyweight,KO/TKO:Punches,2,2:09,"December 27, 2008"
932,win,Matt Hamill:Reese Andy,0:0,40:34,1:0,0:0,Light Heavyweight,KO/TKO:Punches,2,2:19,"December 27, 2008"
933,win,Brad Blackburn:Ryo Chonan,1:0,79:63,0:0,0:0,Welterweight,U-DEC:,3,5:00,"December 27, 2008"
934,win,Pat Barry:Dan Evensen,0:0,6:0,0:0,0:0,Heavyweight,KO/TKO:Kicks,1,2:36,"December 27, 2008"
935,win,Justin Gaethje:Michael Johnson,0:0,104:91,0:1,0:0,Lightweight,KO/TKO:Knees,2,4:48,"July 07, 2017"
936,win,Jesse Taylor:Dhiego Lima,0:1,21:4,2:0,2:0,Welterweight,SUB:Rear Naked Choke,2,0:43,"July 07, 2017"
937,win,Drakkar Klose:Marc Diakiese,0:0,39:34,3:2,0:0,Lightweight,S-DEC:,3,5:00,"July 07, 2017"
938,win,Jared Cannonier:Nick Roehrick,0:0,84:28,1:0,0:0,Light Heavyweight,KO/TKO:Elbows,3,2:08,"July 07, 2017"
939,win,Brad Tavares:Elias Theodorou,0:0,31:34,1:3,0:0,Middleweight,U-DEC:,3,5:00,"July 07, 2017"
940,win,Jordan Johnson:Marcel Fortuna,0:0,42:53,2:0,0:0,Light Heavyweight,U-DEC:,3,5:00,"July 07, 2017"
941,win,Angela Hill:Ashley Yoder,0:0,47:26,1:3,0:0,Women's Strawweight,U-DEC:,3,5:00,"July 07, 2017"
942,win,James Krause:Tom Gallicchio,0:0,106:53,0:1,0:0,Welterweight,U-DEC:,3,5:00,"July 07, 2017"
943,win,CB Dollaway:Ed Herman,0:0,54:24,6:1,1:3,Light Heavyweight,U-DEC:,3,5:00,"July 07, 2017"
944,win,Tecia Torres:Juliana Lima,0:0,15:6,0:1,1:0,Women's Strawweight,SUB:Rear Naked Choke,2,0:53,"July 07, 2017"
945,win,Gray Maynard:Teruto Ishihara,0:0,16:8,11:0,2:0,Featherweight,U-DEC:,3,5:00,"July 07, 2017"
946,win,Neil Magny:Kelvin Gastelum,0:2,54:54,6:2,0:0,Welterweight,S-DEC:,5,5:00,"November 21, 2015"
947,win,Ricardo Lamas:Diego Sanchez,0:0,57:30,3:1,0:0,Featherweight,U-DEC:,3,5:00,"November 21, 2015"
948,win,Henry Cejudo:Jussier Formiga,0:0,43:25,2:0,0:0,Flyweight,S-DEC:,3,5:00,"November 21, 2015"
949,win,Erick Montano:Enrique Marin,0:0,49:27,2:1,0:0,Welterweight,S-DEC:,3,5:00,"November 21, 2015"
950,win,Enrique Barzola:Horacio Gutierrez,0:0,38:10,5:0,0:0,Lightweight,U-DEC:,3,5:00,"November 21, 2015"
951,win,Leandro Silva:Efrain Escudero,0:0,35:24,0:2,0:0,Lightweight,U-DEC:,3,5:00,"November 21, 2015"
952,win,Erik Perez:Taylor Lapilus,0:1,31:20,1:0,0:1,Bantamweight,U-DEC:,3,5:00,"November 21, 2015"
953,win,Bartosz Fabinski:Hector Urbina,0:0,25:10,6:0,0:3,Welterweight,U-DEC:,3,5:00,"November 21, 2015"
954,win,Alejandro Perez:Scott Jorgensen,0:0,39:11,0:2,0:0,Bantamweight,KO/TKO:,2,4:26,"November 21, 2015"
955,win,Andre Fili:Gabriel Benitez,1:0,16:11,1:0,0:0,Featherweight,KO/TKO:Punches,1,3:13,"November 21, 2015"
956,win,Alvaro Herrera Mendoza:Vernon Ramos Ho,1:0,4:2,0:0,0:0,Welterweight,KO/TKO:Punches,1,0:30,"November 21, 2015"
957,win,Marco Polo Reyes:Cesar Arzamendia,1:0,10:16,0:3,0:0,Lightweight,KO/TKO:Punch,1,3:42,"November 21, 2015"
958,win,Michel Prazeres:Valmir Lazaro,0:0,20:41,1:0,0:0,Lightweight,S-DEC:,3,5:00,"November 21, 2015"
959,win,Anderson Silva:Demian Maia,1:0,61:10,0:0,0:0,Middleweight,U-DEC:,5,5:00,"April 10, 2010"
960,win,Frankie Edgar:BJ Penn,0:0,61:71,1:0,0:0,Lightweight,U-DEC:,5,5:00,"April 10, 2010"
961,win,Matt Hughes:Renzo Gracie,2:0,70:34,0:0,0:0,Welterweight,KO/TKO:Punches,3,4:40,"April 10, 2010"
962,win,Rafael Dos Anjos:Terry Etim,0:0,25:7,2:0,1:1,Lightweight,SUB:Armbar,2,4:30,"April 10, 2010"
963,win,Mark Munoz:Kendall Grove,0:1,25:9,1:0,0:3,Middleweight,KO/TKO:Punches,2,2:50,"April 10, 2010"
964,win,Phil Davis:Alexander Gustafsson,0:0,14:0,1:0,1:0,Light Heavyweight,SUB:Anaconda Choke,1,4:55,"April 10, 2010"
965,win,Rick Story:Nick Osipczak,0:0,31:28,3:2,1:1,Welterweight,S-DEC:,3,5:00,"April 10, 2010"
966,win,DaMarques Johnson:Brad Blackburn,1:0,34:59,0:4,1:2,Welterweight,KO/TKO:Kick,3,2:08,"April 10, 2010"
967,win,Paul Kelly:Matt Veach,0:0,47:4,0:1,3:2,Lightweight,SUB:Guillotine Choke,2,3:41,"April 10, 2010"
968,win,Jon Madsen:Mostapha Al-Turk,0:0,32:20,1:0,0:0,Heavyweight,U-DEC:,3,5:00,"April 10, 2010"
969,win,Charles Oliveira:Justin Gaethje,1:1,30:21,0:0,2:0,Lightweight,SUB:Rear Naked Choke,1,3:22,"May 07, 2022"
970,win,Carla Esparza:Rose Namajunas,0:0,30:37,2:1,0:0,Women's Strawweight,S-DEC:,5,5:00,"May 07, 2022"
971,win,Michael Chandler:Tony Ferguson,1:0,27:20,1:0,0:0,Lightweight,KO/TKO:Kick,2,0:17,"May 07, 2022"
972,win,Ovince Saint Preux:Mauricio Rua,0:0,62:54,0:0,0:0,Light Heavyweight,S-DEC:,3,5:00,"May 07, 2022"
973,win,Randy Brown:Khaos Williams,0:1,93:75,0:0,0:0,Welterweight,S-DEC:,3,5:00,"May 07, 2022"
974,win,Francisco Trinaldo:Danny Roberts,0:0,80:36,0:0,1:0,Welterweight,U-DEC:,3,5:00,"May 07, 2022"
975,win,Macy Chiasson:Norma Dumont,0:0,32:38,6:0,0:0,Women's Featherweight,S-DEC:,3,5:00,"May 07, 2022"
976,win,Brandon Royval:Matt Schnell,0:1,14:12,0:0,1:0,Flyweight,SUB:Guillotine Choke,1,2:14,"May 07, 2022"
977,win,Blagoy Ivanov:Marcos Rogerio de Lima,0:0,62:68,0:1,0:0,Heavyweight,U-DEC:,3,5:00,"May 07, 2022"
978,win,Andre Fialho:Cameron VanCamp,1:0,17:19,0:0,0:0,Welterweight,KO/TKO:Punch,1,2:35,"May 07, 2022"
979,win,Tracy Cortez:Melissa Gatto,0:0,36:30,2:3,1:1,Women's Flyweight,U-DEC:,3,5:00,"May 07, 2022"
980,win,CJ Vergara:Kleydson Rodrigues,0:0,71:81,0:2,0:1,Flyweight,S-DEC:,3,5:00,"May 07, 2022"
981,win,Loopy Godinez:Ariane Carnelossi,0:0,46:9,8:0,2:0,Women's Strawweight,U-DEC:,3,5:00,"May 07, 2022"
982,win,Journey Newson:Fernie Garcia,0:0,57:37,2:0,0:0,Bantamweight,U-DEC:,3,5:00,"May 07, 2022"
983,win,BJ Penn:Sean Sherk,1:0,122:46,0:0,0:0,Lightweight,KO/TKO:Flying Knee,3,5:00,"May 24, 2008"
984,win,Wanderlei Silva:Keith Jardine,2:0,11:1,0:0,0:0,Light Heavyweight,KO/TKO:Punch,1,0:36,"May 24, 2008"
985,win,Goran Reljic:Wilson Gouveia,1:1,33:33,0:0,0:0,Light Heavyweight,KO/TKO:Punch,2,3:15,"May 24, 2008"
986,win,Lyoto Machida:Tito Ortiz,1:0,41:16,1:0,0:2,Light Heavyweight,U-DEC:,3,5:00,"May 24, 2008"
987,win,Thiago Silva:Antonio Mendes,0:1,19:5,0:1,1:0,Light Heavyweight,KO/TKO:Punches,1,2:24,"May 24, 2008"
988,win,Rousimar Palhares:Ivan Salaverry,0:0,0:1,1:0,3:0,Middleweight,SUB:Armbar,1,2:36,"May 24, 2008"
989,win,Rameau Thierry Sokoudjou:Kazuhiro Nakamura,1:0,26:6,0:0,0:0,Light Heavyweight,KO/TKO:,1,5:00,"May 24, 2008"
990,win,Rich Clementi:Terry Etim,0:1,20:23,4:0,0:1,Lightweight,U-DEC:,3,5:00,"May 24, 2008"
991,win,Yoshiyuki Yoshida:War Machine,0:0,1:1,1:0,1:0,Welterweight,SUB:Anaconda Choke,1,0:56,"May 24, 2008"
992,win,Dong Hyun Kim:Jason Tan,0:0,77:2,3:0,0:0,Welterweight,KO/TKO:Elbows,3,0:25,"May 24, 2008"
993,win,Shane Carwin:Christian Wellisch,1:0,5:2,0:0,0:0,Heavyweight,KO/TKO:Punch,1,0:44,"May 24, 2008"
994,win,TJ Dillashaw:Joe Soto,1:0,151:62,2:0,0:0,Bantamweight,KO/TKO:Kick,5,2:20,"August 30, 2014"
995,win,Tony Ferguson:Danny Castillo,0:0,23:23,0:2,1:1,Lightweight,S-DEC:,3,5:00,"August 30, 2014"
996,win,Bethe Correia:Shayna Baszler,0:0,68:8,0:1,0:1,Women's Bantamweight,KO/TKO:Punches,2,1:56,"August 30, 2014"
997,win,Diego Ferreira:Ramsey Nijem,1:0,25:18,0:2,2:0,Lightweight,KO/TKO:Punch,2,1:53,"August 30, 2014"
998,win,Yancy Medeiros:Damon Jackson,0:0,29:20,0:0,2:0,Lightweight,SUB:Bulldog Choke,2,1:54,"August 30, 2014"
999,win,Derek Brunson:Lorenz Larkin,0:0,12:20,4:0,1:0,Middleweight,U-DEC:,3,5:00,"August 30, 2014"
1000,win,Anthony Hamilton:Ruan Potts,0:0,60:10,5:0,0:0,Heavyweight,KO/TKO:Punches,2,4:17,"August 30, 2014"
1001,win,Chris Wade:Cain Carrizosa,0:0,0:0,1:0,1:0,Lightweight,SUB:Guillotine Choke,1,1:12,"August 30, 2014"
1002,win,Andrei Arlovski:Paul Buentello,1:0,2:1,0:0,0:0,Heavyweight,KO/TKO:Punch,1,0:15,"October 07, 2005"
1003,win,Branden Lee Hinkle:Sean Gannon,0:0,27:0,1:0,3:0,Heavyweight,KO/TKO:Punches,1,4:14,"October 07, 2005"
1004,win,Forrest Griffin:Elvis Sinosic,1:0,30:18,0:0,0:0,Light Heavyweight,KO/TKO:Punches,1,3:30,"October 07, 2005"
1005,win,Renato Sobral:Chael Sonnen,0:0,11:12,4:0,3:0,Light Heavyweight,SUB:Triangle Choke,2,1:20,"October 07, 2005"
1006,win,Joe Riggs:Chris Lytle,0:0,15:3,1:1,1:0,Welterweight,KO/TKO:,2,2:00,"October 07, 2005"
1007,win,Jorge Rivera:Dennis Hallman,0:0,51:12,0:1,0:2,Middleweight,U-DEC:,3,5:00,"October 07, 2005"
1008,win,Marcio Cruz:Keigo Kunihara,0:0,12:1,0:2,1:1,Heavyweight,SUB:Rear Naked Choke,2,1:02,"October 07, 2005"
1009,nc:nc,Alessio Sakara:Ron Faircloth,1:0,46:2,0:0,0:0,Light Heavyweight,CNC:,2,0:10,"October 07, 2005"
1010,win,Kamaru Usman:Jorge Masvidal,1:0,21:31,2:0,0:0,Welterweight,KO/TKO:Punch,2,1:02,"April 24, 2021"
1011,win,Rose Namajunas:Zhang Weili,1:0,5:7,0:0,0:0,Women's Strawweight,KO/TKO:Kick,1,1:18,"April 24, 2021"
1012,win,Valentina Shevchenko:Jessica Andrade,0:0,32:10,7:0,1:0,Women's Flyweight,KO/TKO:Elbows,2,3:19,"April 24, 2021"
1013,win,Uriah Hall:Chris Weidman,0:0,0:1,0:0,0:0,Middleweight,KO/TKO:,1,0:17,"April 24, 2021"
1014,win,Anthony Smith:Jimmy Crute,0:0,26:18,0:3,0:0,Light Heavyweight,KO/TKO:,1,5:00,"April 24, 2021"
1015,win,Randy Brown:Alex Oliveira,1:0,16:7,0:0,1:0,Welterweight,SUB:Rear Naked Choke,1,2:50,"April 24, 2021"
1016,win,Dwight Grant:Stefan Sekulic,0:0,49:33,1:3,0:1,Welterweight,S-DEC:,3,5:00,"April 24, 2021"
1017,win,Brendan Allen:Karl Roberson,0:0,9:6,2:0,1:0,Middleweight,SUB:Ankle Lock,1,4:55,"April 24, 2021"
1018,win,Pat Sabatini:Tristan Connelly,1:0,26:19,1:1,1:0,Featherweight,U-DEC:,3,5:00,"April 24, 2021"
1019,win,Batgerel Danaa:Kevin Natividad,1:0,7:3,0:0,0:0,Bantamweight,KO/TKO:Punch,1,0:50,"April 24, 2021"
1020,win,Kazula Vargas:Rong Zhu,0:0,96:42,0:3,1:0,Lightweight,U-DEC:,3,5:00,"April 24, 2021"
1021,win,Jeff Molina:Aoriqileng,2:0,189:116,0:3,0:0,Flyweight,U-DEC:,3,5:00,"April 24, 2021"
1022,win,Ariane Carnelossi:Liang Na,0:0,24:19,0:3,0:1,Women's Strawweight,KO/TKO:Punches,2,1:28,"April 24, 2021"
1023,win,Rob Font:Cody Garbrandt,0:0,176:63,2:3,0:0,Bantamweight,U-DEC:,5,5:00,"May 22, 2021"
1024,win,Carla Esparza:Yan Xiaonan,0:0,27:5,3:0,0:0,Women's Strawweight,KO/TKO:Punches,2,2:58,"May 22, 2021"
1025,win,Jared Vanderaa:Justin Tafa,0:0,121:74,0:0,0:0,Heavyweight,U-DEC:,3,5:00,"May 22, 2021"
1026,win,Norma Dumont:Felicia Spencer,0:0,68:47,1:0,0:0,Women's Featherweight,S-DEC:,3,5:00,"May 22, 2021"
1027,win,Ricardo Ramos:Bill Algeo,0:0,53:76,8:0,1:0,Featherweight,U-DEC:,3,5:00,"May 22, 2021"
1028,win,Jack Hermansson:Edmen Shahbazyan,0:0,55:40,3:0,0:1,Middleweight,U-DEC:,3,5:00,"May 22, 2021"
1029,win,Ben Rothwell:Chris Barnett,0:0,60:33,1:0,2:0,Heavyweight,SUB:Guillotine Choke,2,2:07,"May 22, 2021"
1030,win,Court McGee:Claudio Silva,0:0,37:21,3:1,1:0,Welterweight,U-DEC:,3,5:00,"May 22, 2021"
1031,win,Bruno Silva:Victor Rodriguez,1:0,6:0,0:0,0:0,Flyweight,KO/TKO:Punch,1,1:00,"May 22, 2021"
1032,win,Josh Culibao:Shayilan Nuerdanbieke,0:0,53:17,0:2,1:0,Featherweight,U-DEC:,3,5:00,"May 22, 2021"
1033,win,David Dvorak:Juancamilo Ronderos,0:0,9:11,0:0,1:0,Flyweight,SUB:Rear Naked Choke,1,2:18,"May 22, 2021"
1034,win,Damir Ismagulov:Rafael Alves,0:1,56:30,2:0,0:1,Lightweight,U-DEC:,3,5:00,"May 22, 2021"
1035,win,Nate Diaz:Josh Neer,0:0,40:26,5:4,0:4,Lightweight,S-DEC:,3,5:00,"September 17, 2008"
1036,win,Clay Guida:Mac Danzig,0:0,43:36,10:1,0:0,Lightweight,U-DEC:,3,5:00,"September 17, 2008"
1037,win,Alan Belcher:Ed Herman,0:0,54:43,0:5,0:2,Middleweight,S-DEC:,3,5:00,"September 17, 2008"
1038,win,Eric Schafer:Houston Alexander,0:0,24:12,1:0,2:0,Light Heavyweight,SUB:Arm Triangle,1,4:53,"September 17, 2008"
1039,win,Alessio Sakara:Joe Vedepo,1:0,7:7,0:0,0:0,Middleweight,KO/TKO:Kick,1,1:27,"September 17, 2008"
1040,win,Wilson Gouveia:Ryan Jensen,0:0,8:30,1:2,2:0,Middleweight,SUB:Armbar,2,2:04,"September 17, 2008"
1041,win,Joe Lauzon:Kyle Bradley,0:0,23:18,1:0,2:0,Lightweight,KO/TKO:Punches,2,1:34,"September 17, 2008"
1042,win,Jason Brilz:Brad Morris,0:0,34:4,1:0,1:0,Light Heavyweight,KO/TKO:Punches,2,2:54,"September 17, 2008"
1043,win,Mike Massenzio:Drew McFedries,0:0,0:3,1:0,1:1,Middleweight,SUB:Kimura,1,1:28,"September 17, 2008"
1044,win,Dan Miller:Rob Kimmons,0:0,0:0,0:0,2:0,Middleweight,SUB:Rear Naked Choke,1,1:27,"September 17, 2008"
1045,win,Melvin Guillard:Evan Dunham,2:0,17:2,0:1,0:0,Lightweight,KO/TKO:Knees,1,2:58,"January 22, 2011"
1046,win,Matt Mitrione:Tim Hague,2:0,16:3,0:0,0:0,Heavyweight,KO/TKO:Punch,1,2:59,"January 22, 2011"
1047,win,Mark Hominick:George Roop,2:0,9:12,0:0,0:0,Featherweight,KO/TKO:Punch,1,1:28,"January 22, 2011"
1048,win,Pat Barry:Joey Beltran,1:0,46:55,0:0,0:0,Heavyweight,U-DEC:,3,5:00,"January 22, 2011"
1049,win,Matt Wiman:Cole Miller,0:0,76:22,1:0,1:0,Lightweight,U-DEC:,3,5:00,"January 22, 2011"
1050,win,Yves Edwards:Cody McKenzie,0:0,33:16,0:2,1:0,Lightweight,SUB:Rear Naked Choke,2,4:33,"January 22, 2011"
1051,win,DaMarques Johnson:Mike Guymon,0:0,2:1,1:0,0:0,Welterweight,SUB:Injury,1,3:22,"January 22, 2011"
1052,win,Rani Yahya:Mike Brown,0:0,40:15,3:1,2:0,Featherweight,U-DEC:,3,5:00,"January 22, 2011"
1053,win,Waylon Lowe:Willamy Freire,0:0,15:23,4:1,0:0,Lightweight,U-DEC:,3,5:00,"January 22, 2011"
1054,win,Charlie Brenneman:Amilcar Alves,0:0,26:10,3:0,0:0,Welterweight,U-DEC:,3,5:00,"January 22, 2011"
1055,win,Chris Cariaso:Will Campuzano,0:0,67:62,0:0,0:0,Bantamweight,U-DEC:,3,5:00,"January 22, 2011"
1056,win,Georges St-Pierre:Johny Hendricks,0:0,101:85,3:2,1:0,Welterweight,S-DEC:,5,5:00,"November 16, 2013"
1057,win,Rashad Evans:Chael Sonnen,0:0,20:3,1:0,0:0,Light Heavyweight,KO/TKO:Punches,1,4:05,"November 16, 2013"
1058,win,Robbie Lawler:Rory MacDonald,1:0,44:37,0:4,0:1,Welterweight,S-DEC:,3,5:00,"November 16, 2013"
1059,win,Tyron Woodley:Josh Koscheck,2:0,22:5,0:0,0:0,Welterweight,KO/TKO:Punch,1,4:38,"November 16, 2013"
1060,win,Ali Bagautinov:Tim Elliott,0:0,43:48,1:2,0:1,Flyweight,U-DEC:,3,5:00,"November 16, 2013"
1061,win,Donald Cerrone:Evan Dunham,1:0,32:24,1:0,1:0,Lightweight,SUB:Triangle Choke,2,3:49,"November 16, 2013"
1062,win,Thales Leites:Ed Herman,0:0,20:14,3:0,0:0,Middleweight,U-DEC:,3,5:00,"November 16, 2013"
1063,win,Rick Story:Brian Ebersole,1:0,71:42,2:0,0:0,Welterweight,U-DEC:,3,5:00,"November 16, 2013"
1064,win,Erik Perez:Edwin Figueroa,1:0,50:18,7:0,0:0,Bantamweight,U-DEC:,3,5:00,"November 16, 2013"
1065,win,Jason High:Anthony Lapsley,0:0,5:8,4:0,4:0,Welterweight,U-DEC:,3,5:00,"November 16, 2013"
1066,win,Sergio Pettis:Will Campuzano,0:0,81:41,2:4,3:0,Bantamweight,U-DEC:,3,5:00,"November 16, 2013"
1067,win,Gian Villante:Cody Donovan,1:0,43:51,1:0,0:0,Light Heavyweight,KO/TKO:Punch,2,1:22,"November 16, 2013"
1068,win,Quinton Jackson:Keith Jardine,2:0,56:64,2:0,0:0,Light Heavyweight,U-DEC:,3,5:00,"March 07, 2009"
1069,win,Shane Carwin:Gabriel Gonzaga,1:0,4:5,0:1,0:0,Heavyweight,KO/TKO:Punch,1,1:09,"March 07, 2009"
1070,win,Matt Brown:Pete Sell,2:0,24:0,0:0,0:0,Welterweight,KO/TKO:Punches,1,1:32,"March 07, 2009"
1071,win,Matt Hamill:Mark Munoz,1:0,23:14,0:0,0:0,Light Heavyweight,KO/TKO:Kick,1,3:53,"March 07, 2009"
1072,win,Gray Maynard:Jim Miller,0:0,37:25,1:0,0:1,Lightweight,U-DEC:,3,5:00,"March 07, 2009"
1073,win,Tamdan McCrory:Ryan Madigan,0:0,12:0,1:0,0:0,Welterweight,KO/TKO:Elbows,1,3:35,"March 07, 2009"
1074,win,Kendall Grove:Jason Day,1:0,10:6,0:0,0:0,Middleweight,KO/TKO:Punch,1,1:32,"March 07, 2009"
1075,win,Jason Brilz:Tim Boetsch,0:0,34:27,4:0,1:0,Light Heavyweight,U-DEC:,3,5:00,"March 07, 2009"
1076,win,Brandon Vera:Michael Patt,2:0,32:5,0:0,0:0,Light Heavyweight,KO/TKO:Kicks,2,1:27,"March 07, 2009"
1077,win,Shane Nelson:Aaron Riley,1:0,5:4,0:0,0:0,Lightweight,KO/TKO:Punch,1,0:44,"March 07, 2009"
1078,win,Randy Couture:Maurice Smith,0:0,19:9,3:0,1:0,Heavyweight,M-DEC:,3,3:00,"December 21, 1997"
1079,win,Kazushi Sakuraba:Marcus Silveira,0:0,1:1,1:1,2:1,Heavyweight,SUB:Armbar,1,3:44,"December 21, 1997"
1080,win,Vitor Belfort:Joe Charles,0:0,0:1,2:0,3:0,Heavyweight,SUB:Armbar,1,4:03,"December 21, 1997"
